Unnamed: 0,Gender,EthnicGroup,ParentEduc,LunchType,TestPrep,ParentMaritalStatus,PracticeSport,IsFirstChild,NrSiblings,TransportMeans,WklyStudyHours,MathScore,ReadingScore,WritingScore,Unnamed:0
775,female,********,associate's degree,standard,,single,regularly,yes,5.0,school_bus,< 5,75,75,78,********
776,male,********,some college,standard,completed,single,sometimes,yes,1.0,school_bus,< 5,50,63,58,********
777,male,********,some college,free/reduced,none,single,regularly,yes,7.0,school_bus,< 5,45,45,43,********
778,female,********,high school,standard,none,married,sometimes,yes,1.0,school_bus,5 - 10,69,75,77,********
779,male,********,high school,free/reduced,none,divorced,sometimes,no,2.0,school_bus,5 - 10,58,51,50,********
780,male,********,master's degree,free/reduced,completed,married,sometimes,no,3.0,,< 5,81,81,86,********
781,female,********,high school,standard,completed,married,regularly,yes,0.0,school_bus,,86,98,96,********
782,male,********,high school,free/reduced,none,divorced,sometimes,yes,4.0,private,> 10,59,60,57,********
783,male,********,associate's degree,free/reduced,,married,sometimes,yes,3.0,private,5 - 10,45,49,53,********
784,female,********,bachelor's degree,standard,none,single,never,yes,1.0,school_bus,< 5,76,81,79,********
785,male,********,some high school,free/reduced,none,married,regularly,no,1.0,private,5 - 10,58,48,46,********
786,male,********,some college,standard,completed,divorced,regularly,no,4.0,school_bus,< 5,67,67,72,********
787,female,********,associate's degree,free/reduced,completed,married,regularly,,3.0,school_bus,5 - 10,74,74,74,********
788,male,********,some college,standard,none,single,never,no,3.0,school_bus,> 10,41,40,45,********
789,male,********,associate's degree,standard,none,single,regularly,yes,1.0,private,5 - 10,94,88,90,********
790,female,********,high school,standard,none,married,sometimes,,3.0,school_bus,< 5,37,43,37,********
791,female,********,bachelor's degree,standard,,married,regularly,yes,1.0,school_bus,5 - 10,85,83,91,********
792,male,********,master's degree,free/reduced,completed,married,never,yes,3.0,school_bus,5 - 10,77,82,81,********
793,male,********,bachelor's degree,free/reduced,none,divorced,regularly,yes,2.0,private,< 5,64,54,49,********
794,female,********,some college,free/reduced,completed,married,sometimes,no,1.0,private,> 10,78,86,92,********
795,male,********,,standard,completed,married,regularly,no,4.0,school_bus,5 - 10,84,85,87,********
796,male,********,some high school,standard,completed,married,sometimes,yes,0.0,private,< 5,50,51,50,********
798,male,********,high school,standard,completed,single,never,yes,3.0,private,5 - 10,89,83,82,********
800,female,********,high school,free/reduced,none,divorced,sometimes,yes,2.0,private,5 - 10,64,67,61,********
801,male,********,high school,standard,completed,widowed,regularly,yes,4.0,school_bus,5 - 10,60,57,61,********
802,male,********,associate's degree,standard,none,married,sometimes,yes,1.0,private,5 - 10,74,71,72,********
803,female,********,some high school,free/reduced,none,married,regularly,yes,3.0,private,5 - 10,60,68,67,********
804,female,********,associate's degree,free/reduced,completed,married,sometimes,yes,3.0,school_bus,< 5,77,86,82,********
805,male,********,some college,free/reduced,none,married,regularly,yes,2.0,school_bus,5 - 10,53,44,36,********
806,male,********,bachelor's degree,free/reduced,none,single,sometimes,yes,1.0,,5 - 10,81,69,65,********
807,female,********,master's degree,standard,none,married,sometimes,yes,3.0,school_bus,< 5,78,90,88,********
808,female,********,associate's degree,free/reduced,none,divorced,sometimes,yes,1.0,school_bus,> 10,69,87,88,********
809,female,********,some college,free/reduced,completed,single,regularly,no,3.0,private,5 - 10,67,74,73,********
810,female,********,high school,standard,none,married,regularly,yes,,school_bus,< 5,47,72,69,********
811,female,********,some college,standard,none,single,regularly,no,2.0,private,5 - 10,70,72,67,********
812,female,********,some high school,free/reduced,none,married,regularly,no,4.0,school_bus,5 - 10,65,68,69,********
813,female,********,associate's degree,standard,none,married,sometimes,no,1.0,school_bus,5 - 10,74,75,78,********
814,male,********,some high school,standard,none,single,regularly,yes,3.0,school_bus,5 - 10,79,73,67,********
815,female,********,associate's degree,free/reduced,none,married,sometimes,yes,4.0,school_bus,5 - 10,64,86,80,********
816,male,********,high school,standard,completed,single,regularly,no,5.0,school_bus,< 5,75,75,80,********
817,male,********,high school,free/reduced,none,divorced,sometimes,yes,2.0,school_bus,5 - 10,56,61,51,********
818,male,********,,standard,none,married,regularly,yes,3.0,school_bus,5 - 10,86,69,76,********
819,female,********,bachelor's degree,standard,completed,married,never,,2.0,private,< 5,75,90,90,********
820,male,********,some college,free/reduced,none,married,sometimes,yes,3.0,school_bus,< 5,41,35,36,********
821,female,********,associate's degree,free/reduced,none,divorced,regularly,no,7.0,private,5 - 10,56,74,65,********
822,female,********,associate's degree,standard,none,married,sometimes,yes,4.0,private,5 - 10,65,75,69,********
823,male,********,some college,standard,none,widowed,sometimes,yes,1.0,private,5 - 10,72,75,71,********
824,male,********,some college,standard,completed,widowed,regularly,yes,1.0,private,5 - 10,63,61,63,********
825,female,********,high school,standard,none,married,regularly,yes,2.0,private,5 - 10,85,91,85,********
826,male,********,high school,standard,,married,sometimes,no,1.0,school_bus,5 - 10,56,46,45,********
827,male,********,,free/reduced,completed,divorced,sometimes,yes,1.0,,< 5,53,57,54,********
828,female,********,some college,free/reduced,completed,married,sometimes,yes,6.0,school_bus,< 5,70,79,75,********
829,male,********,some college,standard,completed,single,sometimes,no,1.0,private,5 - 10,78,75,83,********
830,male,********,some college,free/reduced,completed,married,,yes,4.0,school_bus,< 5,66,68,67,********
831,female,********,high school,free/reduced,completed,married,regularly,yes,2.0,private,5 - 10,80,87,95,********
832,male,********,some high school,standard,completed,married,sometimes,yes,3.0,school_bus,< 5,95,84,87,********
833,female,********,some high school,standard,completed,married,regularly,yes,5.0,school_bus,5 - 10,57,68,67,********
834,female,********,high school,standard,completed,married,regularly,no,,school_bus,5 - 10,65,68,68,********
835,male,********,associate's degree,standard,none,married,regularly,yes,4.0,school_bus,> 10,89,85,80,********
836,female,********,some college,free/reduced,none,married,sometimes,yes,0.0,private,> 10,53,56,54,********
837,male,********,some high school,standard,none,married,sometimes,no,1.0,private,< 5,82,82,82,********
839,male,********,bachelor's degree,standard,none,married,sometimes,yes,0.0,private,5 - 10,73,61,56,********
840,female,********,some college,standard,none,single,regularly,yes,1.0,school_bus,> 10,90,92,88,********
841,female,********,some high school,standard,none,married,regularly,yes,0.0,school_bus,> 10,47,56,57,********
842,female,********,some high school,free/reduced,,married,sometimes,,1.0,school_bus,5 - 10,75,89,83,********
843,female,********,high school,standard,none,married,sometimes,yes,4.0,private,> 10,71,84,83,********
845,male,********,high school,standard,none,single,regularly,yes,3.0,,5 - 10,62,70,69,********
846,female,********,some college,standard,none,single,sometimes,yes,0.0,,< 5,65,73,72,********
847,male,********,associate's degree,standard,none,married,regularly,yes,5.0,school_bus,< 5,96,91,86,********
848,female,********,,standard,none,married,never,yes,0.0,private,> 10,77,86,85,********
849,female,********,master's degree,standard,none,married,regularly,yes,0.0,private,< 5,96,100,100,********
850,female,********,master's degree,free/reduced,none,married,regularly,yes,2.0,school_bus,> 10,48,51,52,********
851,female,********,high school,standard,none,married,sometimes,no,3.0,school_bus,< 5,60,60,58,********
852,male,********,some college,standard,completed,married,regularly,yes,1.0,school_bus,5 - 10,67,77,74,********
853,male,********,some college,free/reduced,none,married,regularly,yes,1.0,school_bus,5 - 10,76,65,70,********
854,male,********,some college,standard,none,married,sometimes,,2.0,private,5 - 10,93,81,81,********
855,male,********,bachelor's degree,standard,none,single,never,yes,2.0,school_bus,5 - 10,74,75,72,********
857,male,********,high school,standard,,married,sometimes,no,1.0,school_bus,5 - 10,85,81,83,********
858,male,********,associate's degree,standard,completed,married,regularly,yes,1.0,school_bus,5 - 10,94,92,91,********
859,male,********,master's degree,free/reduced,none,single,sometimes,yes,3.0,private,5 - 10,54,57,51,********
860,male,********,some college,standard,completed,married,sometimes,yes,1.0,school_bus,5 - 10,63,61,60,********
861,female,********,associate's degree,standard,none,,sometimes,yes,1.0,private,5 - 10,97,97,95,********
862,male,********,some high school,free/reduced,completed,single,regularly,no,1.0,,5 - 10,50,51,50,********
864,female,********,some high school,standard,,single,regularly,,,school_bus,5 - 10,46,43,48,********
865,male,********,some high school,standard,completed,widowed,sometimes,yes,3.0,private,< 5,80,79,76,********
866,female,********,some college,free/reduced,completed,married,regularly,no,4.0,,5 - 10,55,60,62,********
867,male,********,associate's degree,standard,none,married,regularly,yes,0.0,private,5 - 10,92,79,78,********
868,female,********,some college,standard,completed,,regularly,yes,0.0,school_bus,> 10,89,91,100,********
869,female,********,high school,standard,none,married,regularly,yes,0.0,school_bus,5 - 10,53,62,55,********
870,male,********,master's degree,free/reduced,none,married,regularly,yes,0.0,school_bus,< 5,60,60,57,********
871,male,********,some college,free/reduced,none,divorced,sometimes,no,1.0,private,5 - 10,61,56,46,********
872,female,********,high school,free/reduced,none,married,sometimes,no,2.0,,5 - 10,61,73,76,********
873,male,********,some college,free/reduced,none,married,regularly,yes,4.0,private,5 - 10,46,45,45,********
874,female,********,some high school,free/reduced,completed,married,regularly,yes,1.0,school_bus,< 5,54,66,69,********
875,female,********,bachelor's degree,standard,none,married,never,yes,1.0,school_bus,5 - 10,85,94,93,********
876,male,********,associate's degree,free/reduced,none,divorced,regularly,yes,1.0,school_bus,5 - 10,60,66,57,********
877,male,********,some college,standard,completed,divorced,sometimes,yes,6.0,private,< 5,62,60,61,********
878,female,********,some high school,free/reduced,none,married,regularly,yes,1.0,private,5 - 10,22,37,32,********
880,female,********,some high school,standard,completed,divorced,regularly,yes,3.0,school_bus,5 - 10,72,81,82,********
881,female,********,some high school,free/reduced,completed,married,sometimes,yes,1.0,private,> 10,66,77,78,********
882,female,********,bachelor's degree,free/reduced,completed,married,regularly,yes,2.0,school_bus,5 - 10,85,96,100,********
883,female,********,some high school,standard,completed,single,regularly,no,,school_bus,5 - 10,61,56,68,********
884,male,********,associate's degree,free/reduced,none,married,regularly,yes,2.0,private,5 - 10,53,60,56,********
885,female,********,some college,standard,completed,divorced,sometimes,yes,3.0,school_bus,< 5,65,72,70,********
886,female,********,high school,standard,none,single,sometimes,no,3.0,private,< 5,53,49,50,********
887,male,********,bachelor's degree,free/reduced,none,single,sometimes,yes,2.0,school_bus,< 5,64,68,65,********
888,male,********,,free/reduced,,married,never,yes,3.0,school_bus,5 - 10,50,48,39,********
889,male,********,some high school,standard,completed,married,sometimes,no,1.0,school_bus,5 - 10,72,68,69,********
890,male,********,associate's degree,standard,none,married,sometimes,yes,1.0,private,< 5,83,77,76,********
891,male,********,some high school,free/reduced,none,married,sometimes,no,2.0,school_bus,< 5,57,53,47,********
893,male,********,bachelor's degree,standard,none,married,sometimes,yes,0.0,school_bus,5 - 10,84,71,72,********
894,female,********,some college,standard,none,single,regularly,,,private,< 5,67,77,74,********
895,female,********,some college,free/reduced,none,married,,no,2.0,private,5 - 10,81,92,92,********
896,male,********,some high school,free/reduced,none,single,sometimes,no,4.0,private,5 - 10,68,67,66,********
897,male,********,high school,standard,completed,single,regularly,yes,3.0,private,5 - 10,57,50,54,********
898,female,********,some high school,standard,completed,married,regularly,yes,,,5 - 10,97,96,97,********
899,male,********,associate's degree,free/reduced,none,single,regularly,no,3.0,private,5 - 10,71,65,64,********
